Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
19785,7.9193767,-72.5337665,REVAL
11513,7.9985155,-73.5112454,REVAL
13979,1.8129523,-78.7644429,VALE+
13113,3.45082528,-76.48653402,VALE+
15193,4.62372088,-74.17644582,VALE+
18201,10.48031184,-73.28234639,REVAL
22764,4.4280291,-75.2419803,VALE+
24224,2.0203303,-75.7581639,REVAL
24289,9.1857663,-75.5555304,REVAL
24301,3.9950716,-73.7698429,REVAL
24427,3.43690752,-76.46892691,VALE+
28408,4.7313489,-74.2639179,VALE+
31589,7.0378524,-73.0712740,REVAL
33645,6.53347527,-73.1738213888,REVAL
38262,6.0797133,-75.4246274,VALE+
38259,6.326155,-75.768967,VALE+
40332,5.597574,-75.81686,VALE+
40631,4.733069,-74.262977,VALE+
43023,5.5128000,-73.372095,REVAL
46811,7.9459269,-72.5070364,REVAL
46813,7.8831666,-72.5011985,REVAL
46814,7.8817289,-72.4794629,REVAL
46816,7.9058666,-72.5180365,REVAL
50132,3.4240,-73.42500,REVAL
50466,1.3306462,-75.9735675,REVAL
51418,4.8453049,-74.6222134,VALE+
52461,1.993097,-76.043614,REVAL
53850,7.883880972,-72.51331197,REVAL
53972,8.8901522,-75.7875830,REVAL
55169,6.2877608,-75.5482380,VALE+
55307,5.578688,-73.64719,REVAL
56873,4.5593269,-74.0873393,VALE+
56935,4.568597777,-74.161666861,VALE+
56915,8.0960179,-76.7257746,VALE+
59235,4.966125,-73.489280,REVAL
59530,3.4843529,-76.5016947,VALE+
60302,10.9763759,-74.7848248,REVAL
63760,1.6165407,-75.6262509,REVAL
76589,6.1565833,-75.3712865,VALE+
76708,4.7451951,-74.1176878,VALE+
76815,4.1501557,-73.6164543,REVAL
76761,3.3890311,-76.5200035,VALE+
76851,7.8755548,-76.6141308,VALE+
10978,5.07945068,-75.12015156,REVAL
10584,5.0882617,-73.7910933,VALE+
13288,4.5317054,-76.10448826,VALE+
17632,9.16064701,-75.04827161,REVAL
18299,5.0934230,-76.6483107,VALE+
10297,6.2669216,-75.5423024,VALE+
21115,6.961969,-75.4190689,VALE+
23704,7.856418,-72.501876,REVAL
