Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
80664,1.6165834,-75.6081530,VALE+
80761,6.2404735,-75.5450131,VALE+
80763,6.2301416,-75.5819155,VALE+
80720,5.7539751,-72.7981239,VALE+
80733,1.6175254,-75.6117203,VALE+
80783,7.8980713,-72.5310027,VALE+
80792,8.7457985,-75.8819527,VALE+
80813,21136039,-75.8257912,VALE+
80777,3.4425540,-76.5306318,VALE+
80818,6.2715487,-75.6364564,VALE+
80776,4.6246399,-74.1195658,VALE+
80770,4.5389700,-75.6789259,VALE+
80665,1.6212743,-75.6075378,VALE+
80749,0.8712325,-77.6398900,VALE+
80737,3.5405137,-73.7076367,VALE+
80786,1.6230178,-75.6073950,VALE+
80805,8.6643496,-75.1368784,VALE+
80815,5.5519114,-73.3503866,VALE+
80788,10.8693009,-74.7716981,VALE+
80784,7.8930308,-72.5060776,VALE+
80771,4.6226423,-74.1290529,VALE+
80774,4.5663633,-74.0833355,VALE+
80778,3.4683046,-76.6296901,VALE+
80709,5.3388048,-72.3908699,VALE+
80762,6.2376574,-75.5874945,VALE+
80736,2.3884358,-75.5453899,VALE+
80723,2.8041315,-76.5472981,VALE+
80719,4.5677108,-72.9635643,VALE+
80745,8.2384048,-73.3609515,VALE+
80787,7.7326718,-72.5552988,VALE+
80766,8.3133386,-73.6097438,VALE+
80798,4.8081147,-75.7136434,VALE+
80812,1.5706946,-77.2831392,VALE+
80819,6.2607551,-75.5695395,VALE+
80817,3.1730968,-76.4614650,VALE+
80727,3.1742634,-76.2602328,VALE+
80744,5.5206948,-75.1933938,VALE+
80738,2.3899356,-75.8893361,VALE+
80755,5.7572760,-72.8992766,VALE+
80793,2.9324027,-75.2988812,VALE+
80810,9.3165490,-75.3940456,VALE+
80821,4.4443189,-75.218929,VALE+
80780,10.4072852,-75.5131565,VALE+
80789,5.0555235,-75.4888450,VALE+
80775,4.7024270,-74.1296893,VALE+
80779,3.4497699,-76.5089641,VALE+
