Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
79937,10.3789631,-74.7060140,REVAL
80021,5.3155780,-75.7981176,VALE+
80269,3.8947638,-76.2998480,VALE+
80236,1.6711610,-78.1404596,VALE+
80265,5.8227059,-73.0387097,REVAL
80260,7.9069092,-72.5392009,REVAL
80256,6.3311996,-73.2662829,REVAL
80271,6.1596594,-71.7647597,REVAL
80315,10.3426017,-75.4041401,REVAL
80061,2.4503321,-77.9787782,VALE+
80024,4.5271472,-73.9244463,VALE+
80059,2.5686764,-72.6473691,REVAL
80168,2.9467797,-75.3004620,REVAL
80171,2.9448021,-75.2585746,REVAL
80115,4.6364152,-74.1574184,VALE+
80116,4.6351583,-74.1646200,VALE+
80200,6.2827108,-75.6175648,VALE+
80182,4.8096361,-75.6940354,VALE+
80147,4.3355169,-74.3984343,VALE+
80133,1.2071527,-77.4634691,VALE+
80119,4.6140405,-74.1754616,VALE+
80114,4.9504659,-75.9587275,VALE+
80149,4.3304165,-74.3632749,VALE+
80146,4.7422301,-74.2270609,VALE+
80185,2.4421251,-76.6162344,VALE+
80162,5.0742469,-75.5193024,VALE+
80134,7.9253219,-72.5011917,REVAL
80183,8.4144368,-75.5870350,REVAL
80188,10.8123457,-74.7715093,REVAL
80155,4.4376660,-75.1827701,REVAL
80137,7.8891520,-72.4846902,REVAL
80172,2.9388053,-75.2931677,REVAL
80128,4.7437063,-75.9111453,VALE+
80238,4.5732107,-74.1621625,VALE+
80129,9.0728868,-73.6486102,REVAL
80233,2.4430853,-75.3966639,REVAL
80267,2.3853397,-75.5488890,VALE+
80282,9.2346284,-74.7448498,REVAL
80279,9.1577797,-76.1027173,REVAL
80237,7.0872635,-73.8955894,REVAL
80309,2.3532288,-76.6827623,VALE+
80281,4.7303920,-74.2798992,VALE+
80283,5.0517358,-75.4889368,VALE+
80276,4.8177150,-73.6366100,VALE+
80316,6.3505263,-75.5627883,VALE+
80313,4.1070397,-76.1950189,VALE+
79956,2.7713424,-77.6659530,VALE+
80255,6.5639648,-75.5129855,VALE+
80257,6.4904669,-74.3995848,VALE+
80295,8.3547651,-72.4131741,REVAL
80307,5.9968904,-72.6922229,REVAL
80261,7.9523942,-72.5166868,REVAL
80310,5.4080896,-71.6615209,REVAL
80263,7.8879378,-72.5057209,REVAL
80053,3.8242873,-76.5222151,VALE+
79981,4.5996198,-74.1081498,VALE+
80150,2.1983000,-75.6304200,REVAL
80170,2.8891920,-75.2576254,REVAL
80175,5.7920578,-75.8418433,VALE+
80122,3.4491730,-76.4845801,VALE+
80141,6.6447007,-75.4644551,VALE+
80125,3.4138737,-76.3441808,VALE+
80117,4.5426293,-74.1118461,VALE+
80201,6.2916096,-75.5853734,VALE+
80202,6.2573810,-75.6169897,VALE+
80165,5.1516905,-76.6868180,VALE+
80151,3.9028701,-76.2954258,VALE+
80196,6.3364932,-75.5587534,VALE+
80176,1.2328841,-77.2891182,VALE+
80160,4.6323700,-74.4643893,VALE+
80287,7.3777129,-72.6472482,REVAL
80197,7.8197848,-72.4575024,REVAL
80167,8.7606220,-75.8792154,REVAL
80272,4.4401638,-75.1917649,REVAL
80130,5.6267649,-73.8090308,REVAL
80144,7.0681449,-73.1069715,REVAL
80277,6.2206534,-73.8112049,REVAL
80291,2.4805811,-76.5636728,VALE+
80164,5.0536924,-75.4817642,VALE+
80127,10.4258434,-75.4443725,REVAL
80252,1.3358775,-74.8457499,REVAL
80284,9.3336321,-75.3054965,REVAL
80298,5.8778364,-72.9822703,REVAL
80286,2.9119142,-75.2764960,REVAL
80239,4.71549880,-74.1005486,VALE+
80280,4.7329120,-74.2773198,VALE+
80290,4.8171562,-75.6931684,VALE+
80241,4.6053723,-74.2023808,VALE+
80248,3.4394048,-76.5012923,VALE+
80268,3.9075746,-76.2976147,VALE+
