Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
77887,2.3843004,-77.2162883,VALE+
77971,4.3778795,-71.6146898,REVAL
77966,6.1276910,-72.3351574,REVAL
77952,1.9597148,-72.6542635,REVAL
77964,3.5392937,-73.7078082,REVAL
78001,5.1485010,-73.6808035,VALE+
78002,7.9099949,-72.5161734,REVAL
78010,8.2622712,-73.3602488,REVAL
77998,10.4288347,-75.4426297,REVAL
78012,7.3736048,-72.6493015,REVAL
78028,4.09965684,-73.6304390,REVAL
78014,5.5244652,-75.0417397,VALE+
78013,4.7954131,-75.7088608,VALE+
78025,5.5359432,-73.3683597,REVAL
78007,3.7642138,-76.3333310,VALE+
78029,4.0647560,-73.3919224,REVAL
78026,6.4493606,-73.1449535,REVAL
78296,4.1507669,-74.8900820,REVAL
78297,3.5380245,-73.7055228,REVAL
78308,6.2350728,-75.5916465,VALE+
78329,5.5530211,-73.3496595,REVAL
78332,4.1459636,-73.6397562,REVAL
78309,3.9725261,-73.7672011,REVAL
78324,9.1812301,-75.3723237,REVAL
78313,4.6124552,-74.2069742,VALE+
78323,4.4217211,-74.3883113,VALE+
78354,4.2526683,-74.0070633,VALE+
78357,4.7137612,-74.2202098,VALE+
78367,10.9243041,-74.7921101,REVAL
78368,5.3085195,-73.8151734,VALE+
78347,7.9505230,-72.5065112,REVAL
78376,6.1891746,-75.5914119,VALE+
78401,6.2665331,-75.5424202,VALE+
78378,8.1620242,-72.4567984,REVAL
78389,6.1873467,-74.9917129,VALE+
78382,4.4199368,-75.1748891,VALE+
78379,5.0845322,-73.3652992,REVAL
78398,7.8375814,-72.4766905,REVAL
78388,2.4350065,-76.6042679,VALE+
78397,5.3136338,-73.8089097,VALE+
78099,3.2705204,-73.3744524,REVAL
78077,7.8903981,-72.4908814,REVAL
78070,7.1038104,-73.1191338,REVAL
78101,1.3906227,-78.5203578,VALE+
78117,10.4504904,-73.2407523,REVAL
78088,8.7383047,-75.8684275,REVAL
78108,9.3262378,-74.5672834,REVAL
78068,4.6391071,-74.1476026,VALE+
78111,4.5906689,-74.2246608,VALE+
78106,8.6607338,-75.1348015,REVAL
78083,4.4397396,-75.1586665,REVAL
78064,10.9847533,-74.8177682,REVAL
78084,8.8859100,-76.4143077,REVAL
78090,8.7569083,-75.9015008,REVAL
78148,4.5275031,-75.6980802,VALE+
78164,6.2660622,-75.6131276,VALE+
78204,6.2903977,-75.5723505,VALE+
78166,6.2477470,-75.5648136,VALE+
78151,6.3453375,-75.5130084,VALE+
78169,6.2659431,-75.5483320,VALE+
78162,7.8309281,-72.4708352,REVAL
78200,8.8122531,-74.7237503,REVAL
78173,1.8048864,-75.8881109,REVAL
78189,4.3329753,-74.3625395,VALE+
78193,3.4214285,-76.2442093,VALE+
78205,3.5825483,-76.4924400,VALE+
78181,1.3343895,-74.8435460,REVAL
78182,1.3343051,-74.8431377,REVAL
78245,4.1470003,-74.7230520,REVAL
78252,1.6019533,-77.1276900,VALE+
78255,2.3493176,-78.3264715,VALE+
78246,7.8857280,-72.4630442,REVAL
78236,4.5487406,-74.1094632,VALE+
78264,10.3327126,-74.8795865,REVAL
78237,4.6327638,-74.1633851,VALE+
78241,4.5021835,-74.1164717,VALE+
78278,0.8217989,-77.6218561,VALE+
78286,6.2896505,-75.5854299,VALE+
78287,6.2512459,-75.5703858,VALE+
78274,1.4037494,-77.2862847,VALE+
78273,3.4100086,-76.4578888,VALE+
78294,10.4098135,-75.5080231,REVAL
78293,4.6373436,-74.1380308,VALE+
77898,1.6016865,-76.9715938,VALE+
77983,4.1353730,-73.6328286,REVAL
77973,2.5828145,-72.6514702,REVAL
77980,6.4640264,-71.7249215,REVAL
77974,2.5714908,-72.6420392,REVAL
78019,3.9133802,-75.4795128,REVAL
78006,5.7622567,-73.4462028,REVAL
78003,7.9485325,-72.502389,REVAL
77993,10.7969675,-74.9134486,REVAL
78022,4.5797941,-74.2021884,VALE+
77994,4.5635048,-72.9603702,REVAL
78031,6.2456861,-75.5456963,VALE+
78034,6.2356931,-75.5333400,VALE+
78008,6.7555568,-73.1024042,REVAL
78000,10.3691285,-75.4779157,REVAL
78016,2.4333754,-76.6117678,VALE+
78121,4.6119815,-72.9293025,REVAL
78307,6.2931503,-75.5910805,VALE+
78305,4.1042377,-73.6523173,REVAL
78322,11.0122653,-74.9309582,REVAL
78326,9.3081234,-75.3873562,REVAL
78316,7.6031311,-74.8105053,REVAL
78319,4.9653861,-73.4892546,REVAL
78311,10.9424309,-74.7774307,REVAL
78310,3.9725261,-73.7672011,REVAL
78320,8.7410156,-75.9019702,VALE+
78344,4.8549595,-74.0562097,VALE+
78365,9.3155321,-75.4008484,REVAL
78364,8.9775206,-75.7952215,REVAL
78359,1.8650629,-76.0413115,REVAL
78350,4.1782950,-74.5336746,REVAL
78391,3.7028349,-73.7009278,REVAL
78399,4.1470495,-73.6166936,REVAL
78403,6.2495754,-75.5921719,VALE+
78393,5.6145316,-75.6258057,VALE+
78404,6.1758481,-75.6483633,VALE+
78377,7.8808027,-72.4640705,VALE+
78396,10.1847346,-73.5873219,VALE+
78385,2.1105687,-76.9838532,VALE+
78102,3.9140721,-75.4787221,REVAL
78081,1.6163268,-75.6084378,REVAL
78100,6.0995661,-72.2488028,REVAL
78092,4.8733919,-72.8878452,REVAL
78124,4.1217839,-73.5636203,REVAL
78072,10.4085522,-75.5008015,REVAL
78080,3.5639803,-73.7943244,REVAL
78116,5.5397481,-73.3664986,REVAL
78086,4.7426089,-74.2662189,VALE+
78089,8.7623827,-75.8770028,REVAL
78107,4.4828145,-73.9361886,VALE+
78104,4.1308858,-75.0963239,REVAL
78065,10.9428223,-74.8069852,REVAL
78079,7.6039262,-74.8072847,REVAL
78066,10.9377256,-74.8250374,REVAL
78147,9.8330049,-73.2654735,REVAL
78158,7.7747430,-72.8127063,REVAL
78186,4.8304490,-75.6777709,VALE+
78167,6.3054791,-75.5655051,VALE+
78149,7.0222248,-75.9095242,VALE+
78157,4.8234978,-75.7345106,VALE+
78159,10.4909732,-73.2684691,REVAL
78195,3.8257158,-76.5212933,VALE+
78179,3.4023507,-76.4183146,VALE+
78184,7.8856481,-72.4875236,REVAL
78176,3.4544620,-76.5298227,VALE+
78199,5.7020446,-72.9431722,REVAL
78180,4.9859605,-73.4322937,REVAL
78185,7.8874362,-72.5071229,REVAL
78261,1.3289361,-75.9742864,REVAL
78243,7.1255709,-73.1313350,REVAL
78244,1.4002637,-77.1241146,VALE+
78260,8.9430533,-75.4449458,REVAL
78234,1.6712904,-78.1395747,VALE+
78248,4.8162497,-75.6827079,VALE+
78238,4.6320733,-74.1317366,VALE+
78254,5.0656320,-75.4993624,VALE+
78283,6.7704974,-74.7996327,VALE+
78268,3.4185349,-76.4791199,VALE+
78281,7.0702474,-74.7151758,VALE+
78275,7.9085035,-72.4927598,REVAL
78271,3.3993319,-76.5045649,VALE+
78302,4.1024117,-73.6221687,REVAL
77982,4.1391691,73.6367201,REVAL
77972,4.4143706,-76.1518013,VALE+
77979,6.4917431,-71.5570274,REVAL
77945,5.1710709,-72.5442849,REVAL
77976,5.2806179,-76.6292823,VALE+
77992,10.7866033,-74.9208233,REVAL
77997,10.3827753,-75.4796782,REVAL
78004,7.8895243,-72.4708333,REVAL
78011,8.2331611,-73.3412421,REVAL
78021,4.1338900,-75.0951191,REVAL
