Codigo_Punto,Aliado,Latitud,Longitud
19538,REVAL,1.9292561,-76.2144835
19539,VALE+,5.74339146,-75.60592983
19540,REVAL,4.61149715,-72.93092837
19542,REVAL,4.61132469,-72.92885225
19543,REVAL,4.79320849,-71.33527997
19627,REVAL,10.84860333,-74.77613552
19544,VALE+,4.833158,-75.68005
19545,REVAL,4.442218,-75.196543
19546,REVAL,4.44346359,-75.22491669
19779,REVAL,10.92333194,-74.76911845
19547,VALE+,2.44354358,-76.60411405
19548,REVAL,1.3337159,-74.8431823
19780,REVAL,5.21429,-72.87077
19630,VALE+,6.4607472,-75.55497701
19550,REVAL,11.02340094,-74.80979838
19551,REVAL,7.081787,-73.12343
19552,REVAL,7.395838,-73.54512
19553,REVAL,7.08514,-73.16202
19632,VALE+,4.61222162,-74.17437153
19554,REVAL,7.1267326,-73.1130613
19555,VALE+,3.89778611,-76.29027627
19634,REVAL,10.37987,-75.4867
19636,VALE+,4.81698891,-75.69256027
22739,VALE+,4.40975995,-76.15188779
19638,VALE+,1.83724974,-76.96608175
19639,VALE+,4.49288076,-74.25867275
19640,VALE+,4.08353983,-76.19864537
19641,VALE+,3.4516467,-76.51182586
19781,REVAL,10.88968349,-72.84751455
19643,VALE+,6.5666473,-75.5182462
19644,REVAL,2.11307389,-75.82510517
19645,REVAL,10.77423403,-74.85783565
19646,VALE+,5.03463951,-73.99303383
19647,VALE+,6.2975096,-75.5545743
19648,VALE+,4.75778197,-74.11476506
19649,VALE+,6.2413087,-75.55853954
19650,REVAL,10.98073904,-74.77368899
19651,VALE+,7.0272026,-74.6936519
19652,VALE+,5.044575,-75.5120075
19653,VALE+,6.2361812,-75.5688875
19654,VALE+,4.71194615,-74.21402898
19655,VALE+,6.24910962,-75.57315168
19656,VALE+,4.93626045,-74.02238548
19657,VALE+,6.18035186,-75.59495684
19658,VALE+,6.25695843,-75.5919522
19659,VALE+,4.61559278,-74.08484888
19660,VALE+,4.51437685,-74.11591379
19661,VALE+,4.66056755,-74.07406593
19662,VALE+,4.61709979,-74.1748618
20719,REVAL,2.6088662,-75.6981037
19782,VALE+,3.53046168,-76.27437003
19783,REVAL,8.17279797,-76.05984807
19784,REVAL,8.76168517,-75.88990807
19785,REVAL,7.9193767,-72.5337665
19663,REVAL,7.89701493,-72.49412052
19664,REVAL,7.130246,-73.10671
19665,VALE+,4.60635013,-74.11581584
19666,REVAL,11.0162,-74.84642
19667,REVAL,3.5462554,-73.70973608
19668,REVAL,3.69301628,-73.69803704
19669,VALE+,4.54626445,-75.6749796
19670,VALE+,4.55607316,-74.1503774
19671,VALE+,4.5688598,-74.14498226
19672,VALE+,3.52716214,-76.29037328
19673,REVAL,7.12401813,-73.11260233
19674,REVAL,7.11651405,-73.11279005
19675,REVAL,7.06944457,-73.10508896
19677,REVAL,7.116123,-73.228648
19678,VALE+,6.28268814,-75.54614202
19679,VALE+,6.27075493,-75.5617299
19680,VALE+,2.4477919,-76.6188159
19681,VALE+,3.56221005,-76.49412843
21197,VALE+,3.39935576,-76.53770359
19683,VALE+,3.68359385,-76.31303858
19684,VALE+,3.88848646,-76.29973273
19685,VALE+,6.17127791,-75.57952519
19687,REVAL,9.31065863,-75.37979617
19688,REVAL,9.30171937,-75.39779111
19690,VALE+,6.27290167,-75.60428479
19691,REVAL,9.39442541,-75.06439148
19692,VALE+,5.06469674,-75.5125517
19693,VALE+,5.05325113,-75.48256663
20869,VALE+,4.98343476,-75.60752516
19694,VALE+,5.05572416,-75.48553217
19695,VALE+,6.1658315,-75.6229805
19696,VALE+,6.24861318,-75.57050177
19697,REVAL,4.87790496,-72.89591891
19698,REVAL,5.0178139,-72.7507522
19699,REVAL,4.497737,-72.75197
19700,REVAL,5.01653036,-72.75209172
19701,REVAL,7.12049596,-73.12786901
21183,REVAL,7.881097,-72.498287
19703,REVAL,8.63178,-75.48144
20720,REVAL,5.98686108,-72.74838016
20721,VALE+,1.1406221,-77.8645658
19704,VALE+,5.5247294,-75.0410714
19786,REVAL,6.94389794,-71.87950057
19705,VALE+,6.652577,-75.456789
19706,VALE+,4.795793,-75.9933381
19707,VALE+,4.6429134,-74.07584626
19708,VALE+,4.67571212,-74.11259387
19709,REVAL,10.42201,-75.54012
19710,REVAL,7.8926255,-72.49940956
19787,VALE+,4.57633556,-74.21575289
19711,VALE+,4.318323,-76.06878
19712,REVAL,8.88813836,-75.7908769
19713,REVAL,7.09421629,-73.09512406
19714,REVAL,7.4722544,-73.2054053
19715,REVAL,9.228374,-75.8147995
21145,REVAL,10.46425,-73.27996
19716,REVAL,10.47790014,-73.28047331
19717,VALE+,3.3248659,-76.2361606
19718,VALE+,3.42791405,-76.47615577
19719,VALE+,4.7247901,-74.094512
19720,REVAL,7.102983,-73.16622
19721,REVAL,7.946685,-72.50131
19722,REVAL,4.2969505,-75.097625
19723,REVAL,4.44040911,-75.23685765
19724,REVAL,7.8889425,-72.5042141
19725,VALE+,6.24874412,-75.57333018
19726,VALE+,6.24157654,-75.53933751
19727,REVAL,11.2258824,-74.1897427
19728,REVAL,9.22808403,-75.81785541
19729,VALE+,6.24669979,-75.57258589
19730,VALE+,6.16492217,-75.58972674
20483,REVAL,10.33420051,-74.87858267
19788,REVAL,5.2312389,-72.6388119
19789,REVAL,6.79090081,-71.77371841
19731,REVAL,9.29506,-75.38666
19733,VALE+,6.2479711,-75.5714749
19734,VALE+,4.86718757,-75.61899393
19735,VALE+,6.33415045,-75.56601493
19736,VALE+,4.81192451,-75.69314445
19737,REVAL,8.17288954,-76.0599808
19738,VALE+,6.34431258,-75.52986571
19739,REVAL,10.40975663,-75.4987498
19740,VALE+,6.29192585,-75.58388866
19741,REVAL,4.0901672,-73.66648575
19742,VALE+,6.29523131,-75.0274
19743,VALE+,6.25998812,-75.60469182
19791,VALE+,5.01146071,-74.4707868
19745,REVAL,3.9925847,-73.765571
19746,REVAL,10.39624103,-75.50453606
19747,REVAL,10.940213,-74.7739633
19748,REVAL,4.13186137,-73.62420858
19750,VALE+,4.66331331,-74.07213647
19751,REVAL,10.98668465,-74.95157914
19752,REVAL,6.336717,-75.5573316
19753,VALE+,4.648499,-74.17129
19754,VALE+,4.60739746,-74.21350063
19755,VALE+,4.6331025,-74.15614267
19756,REVAL,10.39113,-75.48465
19757,REVAL,7.07693,-73.08811
19758,REVAL,9.30038654,-75.39173503
19759,VALE+,3.2286974,-76.4186553
19760,VALE+,2.44339607,-76.61317655
19761,VALE+,2.4404038,-76.60904558
19762,REVAL,4.43957876,-75.22330231
19796,VALE+,4.812077,-75.69338
19797,REVAL,3.98534717,-73.75806691
19798,VALE+,3.22494025,-76.41606663
19799,REVAL,10.9351799,-74.7773061
19800,VALE+,10.63671,-74.92295
19801,REVAL,4.409015,-75.14589
19802,VALE+,4.08477962,-76.19919491
19803,VALE+,3.46617892,-76.52539153
19804,VALE+,4.08641787,-76.19820172
19805,VALE+,3.52665361,-76.2988583
19806,VALE+,2.44933107,-76.62310949
19807,VALE+,1.209605,-77.26298
19808,VALE+,1.19764853,-77.28333433
19809,VALE+,1.20284916,-77.29050684
19810,VALE+,1.1980703,-77.2722719
19811,VALE+,2.4428797,-76.6110859
19812,REVAL,2.02571047,-75.99496706
19813,REVAL,2.3870814,-75.54484024
19815,REVAL,10.9272845,-74.7728979
19816,REVAL,9.10448944,-75.39867309
19817,REVAL,9.10571255,-75.3988938
19819,VALE+,4.08257488,-76.19786465
19820,VALE+,3.47050555,-76.48924153
19821,VALE+,4.514518,-75.71221
19822,REVAL,8.75165136,-75.88234099
19823,VALE+,6.19662262,-75.56642686
19824,VALE+,6.16546578,-75.61631509
20490,REVAL,5.42205312,-71.734308
19825,VALE+,4.63770604,-74.16209058
19826,REVAL,10.45589854,-73.23969766
19827,REVAL,5.56934,-73.33063
20491,VALE+,6.1113911,-75.7100347
19828,VALE+,6.907392,-75.06995
19829,REVAL,10.4173,-75.5286
19830,REVAL,10.98696876,-74.95303906
19831,VALE+,4.57165929,-74.14584413
19832,VALE+,3.25603633,-76.54036486
19833,VALE+,4.7294974,-74.11481547
19835,VALE+,7.109917,-75.55217
19836,VALE+,6.16426125,-75.58391867
20492,VALE+,7.66953669,-76.68027203
19838,VALE+,4.58610898,-74.21864333
19839,REVAL,10.37722432,-75.49700975
19840,REVAL,7.07871276,-73.09503177
19841,VALE+,6.1718655,-75.6075296
19842,VALE+,6.43804463,-75.33174979
19843,VALE+,6.3214081,-75.5605308
19844,VALE+,6.334938,-75.533653
19845,VALE+,6.33805221,-75.54961572
19846,VALE+,4.60069759,-74.07783105
19847,VALE+,4.60204885,-74.13171455
19848,REVAL,0.667848,-76.8722398
20493,REVAL,5.63682301,-73.52644986
20494,REVAL,5.5849596,-73.540339
20495,VALE+,5.0807948,-75.79156005
19850,VALE+,6.64724788,-75.46299376
20497,VALE+,6.48978717,-74.40102844
20498,VALE+,4.52777089,-75.70430378
20499,REVAL,10.39072754,-75.50929132
20500,VALE+,4.528111,-75.71312
20501,REVAL,7.89353999,-72.47838047
20502,REVAL,10.98398929,-74.78988208
20503,VALE+,6.2201006,-75.5811931
20505,VALE+,5.02275396,-73.9697878
20507,VALE+,4.92961107,-74.17284044
20509,VALE+,4.96132667,-73.90918661
20510,REVAL,10.96161603,-74.79412045
20511,VALE+,4.62496651,-74.19078499
20512,VALE+,4.73147446,-74.04210323
20513,REVAL,4.135908,-73.6368166
20514,REVAL,4.110372,-73.60366
20515,REVAL,4.15832945,-73.64051833
20516,REVAL,3.82855263,-73.69147249
20517,VALE+,6.057651,-75.62996
20518,VALE+,4.67924481,-74.09799099
20730,REVAL,5.08016442,-75.17724152
20519,REVAL,10.49475022,-75.12551068
20520,REVAL,6.956405,-71.8766033
20521,VALE+,5.0448758,-73.7972573
20522,REVAL,6.95583105,-71.87324511
20731,VALE+,6.484078,-74.91791
20523,REVAL,3.72050995,-75.48900898
20732,REVAL,5.55996239,-72.98520141
20524,REVAL,3.72271095,-75.48328001
20525,VALE+,5.45479452,-75.65001627
20526,VALE+,5.41193572,-74.99214329
20528,VALE+,4.82321183,-75.68306685
20529,VALE+,4.82681977,-75.69736112
20530,VALE+,4.8149936,-75.6919317
20531,REVAL,11.22409817,-74.16582612
20532,VALE+,4.89433102,-75.88285344
20533,VALE+,4.86459952,-75.62100275
20534,REVAL,2.88920069,-75.43485157
20535,REVAL,10.40695,-75.46537
20536,VALE+,4.81574533,-75.70452839
20537,REVAL,2.94098365,-75.24880249
20538,REVAL,2.91794581,-75.28566075
20539,REVAL,2.91729747,-75.28285201
10685,REVAL,5.484055,-73.46229
10384,VALE+,6.27032815,-75.5715585
11110,VALE+,6.2715329,-75.5783462
10121,VALE+,6.2451404,-75.62067974
11750,VALE+,3.89033053,-77.07465291
10383,VALE+,6.33215988,-75.54274428
10101,VALE+,6.29031823,-75.55808471
10380,VALE+,6.24474864,-75.54558423
10393,VALE+,6.14969154,-75.37267236
10036,VALE+,5.6941066,-76.658996
10591,VALE+,5.517582,-72.87951
10381,VALE+,5.87476,-75.5687
10382,VALE+,6.31314327,-75.58217288
11925,REVAL,2.62347944,-72.75623498
11044,REVAL,2.33492681,-72.62793693
10109,REVAL,7.04028403,-73.8406204
10389,VALE+,5.701361,-75.96474
12147,REVAL,5.56892753,-73.34068385
10386,VALE+,6.22915859,-75.55376216
10388,VALE+,,
10390,VALE+,6.37783321,-75.44508923
11684,VALE+,6.2228434,-75.60987546
11050,REVAL,7.4785793,-73.9230977
11003,REVAL,1.03090053,-76.6180421
11913,VALE+,5.6151125,-75.539876
10407,VALE+,6.7491614,-76.0247295
11058,VALE+,4.34092875,-74.36463456
11026,VALE+,4.79700645,-75.74659059
11822,REVAL,7.89345162,-72.47873632
11021,VALE+,5.42061807,-75.70434393
11038,REVAL,7.6074731,-72.600804
11018,REVAL,7.31062329,-72.48234978
10100,VALE+,6.23589278,-75.53291389
12099,VALE+,4.50954345,-74.11268859
20540,VALE+,4.8139838,-75.69769475
20541,VALE+,4.81191853,-75.69382404
20543,VALE+,6.28629766,-75.58141519
20544,VALE+,4.096537,-76.20537
20545,VALE+,4.0920583,-76.1791225
20546,VALE+,10.6068876,-72.9822315
20733,REVAL,5.53160552,-73.36242235
20547,VALE+,4.63029383,-74.1969595
20548,VALE+,3.4081996,-76.53326329
20549,VALE+,3.43060191,-76.47981312
20550,VALE+,6.02565233,-75.42448622
20551,REVAL,7.10860554,-73.11810971
20552,REVAL,7.10085678,-73.10726485
20553,VALE+,6.3113465,-75.5786152
20554,VALE+,4.53363486,-75.67304627
20555,VALE+,3.5261712,-76.29349685
20556,REVAL,10.41836936,-75.52961562
20557,REVAL,7.48027136,-73.92494635
20558,REVAL,10.98018654,-74.83328753
20559,VALE+,4.6140228,-74.08355262
20560,VALE+,3.51996557,-76.29867374
20561,VALE+,4.62140893,-74.16548379
20562,VALE+,3.41880629,-76.24249843
20563,VALE+,4.57630237,-74.21914156
20564,VALE+,4.58525431,-74.14095796
20565,REVAL,11.27848,-73.93369
20566,VALE+,3.40824969,-76.51492962
20567,REVAL,11.2144,-74.18056
20568,VALE+,6.25106528,-75.56711547
20569,VALE+,4.59944047,-74.13342214
20570,VALE+,1.21266479,-77.27997414
20571,VALE+,5.61020852,-75.45673675
20572,VALE+,7.00244025,-76.26659445
20573,REVAL,0.42591006,-76.90398805
20574,REVAL,0.9647789,-76.4082059
20575,VALE+,6.17180533,-75.60870273
20576,VALE+,6.33167974,-75.55648701
20577,REVAL,10.94108,-74.76714
20578,VALE+,3.1733316,-76.4597083
20579,REVAL,10.9566763,-74.7776178
20581,REVAL,10.4575282,-73.2567529
20582,VALE+,6.18781239,-75.59486997
20583,REVAL,7.13847631,-73.12115095
20584,REVAL,10.99181885,-74.79072743
20585,REVAL,7.06096159,-73.87449526
20586,REVAL,4.43978719,-75.22509935
20890,REVAL,2.92689087,-75.2890097
20587,REVAL,10.2472,-75.45181
20588,REVAL,10.13536,-75.26301
20589,VALE+,6.16865652,-75.61226951
20590,REVAL,2.9269145,-75.2882368
20591,REVAL,10.90417403,-74.88369313
20592,VALE+,5.52558899,-75.45919927
20593,VALE+,5.47471149,-75.60105
20594,REVAL,7.26674117,-73.14916138
20595,REVAL,7.0649985,-73.09774352
20597,REVAL,10.95504091,-74.79654239
20598,REVAL,7.08553966,-73.11209063
20599,REVAL,7.0680933,-73.0929162
20600,REVAL,7.0821365,-70.75796258
20601,REVAL,7.08400925,-70.75931295
20602,REVAL,7.08475977,-70.75917333
20603,REVAL,7.08409608,-70.75900445
20604,REVAL,7.0982576,-73.1322914
20605,REVAL,7.08391858,-70.75731785
20606,REVAL,7.92411951,-72.50085007
20607,VALE+,6.27259019,-75.59015049
20608,VALE+,6.2244444,-75.59959348
20609,REVAL,9.71544689,-75.12083662
20610,REVAL,9.7150945,-75.12024146
20611,REVAL,11.00466045,-74.24914542
20612,VALE+,6.1715051,-75.5850571
20613,VALE+,4.37149,-75.95058
20614,REVAL,10.80331394,-74.91153052
20616,REVAL,1.9086066,-75.8030959
20734,REVAL,2.5232802,-75.31593426
20735,REVAL,2.3901546,-75.8901598
20736,REVAL,5.82675395,-73.03385706
20617,VALE+,4.67944781,-74.1363418
20618,REVAL,10.46872741,-73.24071371
20737,VALE+,4.26396765,-75.93117932
20619,REVAL,10.93459577,-74.7989925
20620,REVAL,9.11238057,-75.39755903
20621,VALE+,3.45340306,-76.52988233
20622,REVAL,8.7594168,-75.8835481
20623,VALE+,3.43462533,-76.49745091
20625,VALE+,4.41049012,-76.15526569
20908,REVAL,4.6417534,-74.1848642
20627,REVAL,7.11039114,-73.1162632
20628,VALE+,4.5578894,-74.1218991
20629,VALE+,4.69536088,-74.04349992
20630,VALE+,3.3249368,-76.23420509
20633,VALE+,3.40711416,-76.34753175
20892,REVAL,2.68692709,-75.3214154
20635,VALE+,4.62945865,-74.16965794
20637,VALE+,4.71633073,-74.20869894
20639,REVAL,2.93897674,-75.28647461
20640,VALE+,6.1920014,-75.58869117
20641,VALE+,6.24518982,-75.56372401
20642,VALE+,2.4607841,-76.6439165
20643,VALE+,6.25131112,-75.56051328
20644,VALE+,4.58523206,-74.13361705
20645,VALE+,6.34479237,-75.53970169
20647,VALE+,6.30641801,-75.55394304
20648,VALE+,6.28940075,-75.56223297
20650,VALE+,6.3410419,-75.5130242
20738,VALE+,6.37149583,-75.44645607
20651,VALE+,4.72389244,-74.26861086
20652,VALE+,5.02207041,-73.99885898
20653,VALE+,6.24595741,-75.56310238
20654,REVAL,2.9299887,-75.2772179
20655,VALE+,4.545833,-74.16472
20891,REVAL,2.9353161,-75.2566808
20739,VALE+,5.52842769,-75.45986042
20656,REVAL,10.9587253,-74.8227203
20871,REVAL,10.48833208,-73.2722295
20740,VALE+,6.25775073,-75.55302325
20741,REVAL,4.447441,-75.17894
20742,REVAL,4.438355,-75.19389
20743,REVAL,5.21452921,-74.73472634
21043,REVAL,10.76327564,-74.13882177
20893,REVAL,11.2496953,-74.2070727
20881,VALE+,5.33330651,-74.02347779
20744,VALE+,5.0092481,-74.4777268
20746,REVAL,2.19695236,-75.62545781
20747,REVAL,2.19358036,-75.63068251
20748,REVAL,2.1924,-75.63604
20749,REVAL,3.98543045,-73.77463513
20927,REVAL,5.16895167,-72.54921534
20750,REVAL,7.91154665,-72.47064476
20751,VALE+,4.70897919,-74.12585163
20752,VALE+,6.326154,-75.6889392
20753,VALE+,10.9686342,-74.8023933
20754,REVAL,5.33732931,-72.39436249
20755,REVAL,5.34821284,-72.39827768
20757,REVAL,5.87905054,-71.89380862
20758,REVAL,5.34821284,-72.39827768
20759,REVAL,5.34840683,-72.39935655
20760,VALE+,4.74818726,-75.91301205
21052,REVAL,7.12788778,-73.1113085
21053,REVAL,7.11261725,-73.1215246
20857,REVAL,10.74881,-75.24775
20761,VALE+,7.110148,-75.55152
20762,VALE+,6.95997533,-75.41610909
10279,VALE+,,
10038,REVAL,,
10066,REVAL,10.97352299,-74.77852984
10285,VALE+,3.26231141,-76.53933976
10221,VALE+,6.27252499,-75.54866761
10319,VALE+,6.25465882,-75.6187975
10235,VALE+,6.2325847,-75.5376779
10028,REVAL,11.0058177,-74.793895
10228,VALE+,6.26451255,-75.54543926
10224,VALE+,6.27496233,-75.56052225
10948,VALE+,3.23899414,-76.51050579
10808,VALE+,4.81230551,-74.35323645
11923,VALE+,5.0437593,-74.3744565
10387,VALE+,5.74339146,-75.60592983
10225,VALE+,6.27405666,-75.59641276
10236,VALE+,3.425522,-76.469012
10242,VALE+,5.06131289,-75.49923478
10237,VALE+,5.068075,-75.52090293
10522,VALE+,6.9638529,-75.4172049
10051,VALE+,3.40835575,-76.34640317
10018,VALE+,3.3955311,-76.3872264
10243,VALE+,3.425522,-76.469012
10072,VALE+,2.476752,-76.56025
10322,VALE+,5.85034761,-76.02143623
11719,VALE+,3.5832626,-76.495175
10263,VALE+,6.63173586,-76.06439497
11501,VALE+,6.850903,-75.68231
11023,VALE+,3.39569558,-76.52295001
10249,VALE+,5.07124145,-75.51838411
10256,VALE+,5.06545826,-75.50219114
10110,VALE+,5.06984927,-75.52095642
10248,VALE+,6.30778152,-75.58504556
10262,VALE+,1.22115165,-77.6769079
10276,VALE+,6.2015553,-75.5903591
10392,VALE+,6.33663661,-75.56006342
11089,VALE+,6.19118693,-75.59276572
11108,VALE+,6.2944087,-75.5494667
10274,VALE+,6.23457782,-75.5419468
11926,VALE+,3.45329386,-76.54725896
10570,VALE+,3.45446543,-76.48036617
12100,VALE+,4.65630483,-74.07677263
10291,VALE+,,
10039,VALE+,4.67250173,-74.09466834
10008,VALE+,3.46934381,-76.49610123
10774,VALE+,6.26776558,-75.55680957
10776,VALE+,3.40522489,-76.52548436
12104,VALE+,4.72887692,-74.09134652
12142,VALE+,4.59454183,-74.09485772
11753,VALE+,3.41645527,-76.53201315
11036,VALE+,4.72431256,-74.09120199
12282,VALE+,3.4266363,-76.5118482
11091,VALE+,2.4493917,-75.7742069
13112,VALE+,4.534431,-74.0875
10538,VALE+,4.61635388,-74.08130516
12232,VALE+,4.6214252,-74.0910545
10062,VALE+,3.47732799,-76.50707583
10573,VALE+,4.61054835,-74.09197118
10574,VALE+,4.61793228,-74.07880156
10809,VALE+,4.73742708,-74.02256147
10532,VALE+,4.75798978,-74.02591796
10777,VALE+,3.4464927,-76.5325206
10575,VALE+,3.4289641,-76.5207774
10134,VALE+,3.43457246,-76.52081195
10576,VALE+,4.60108365,-74.1103198
10091,VALE+,3.43392509,-76.51265647
10578,VALE+,4.6112193,-74.1672161
11911,VALE+,4.67727311,-74.12767587
11479,VALE+,3.45250723,-76.49899698
10050,VALE+,3.43796133,-76.49078305
11043,VALE+,3.48049676,-76.49771548
12344,VALE+,6.22862642,-75.60718323
10580,VALE+,3.41059012,-76.53361534
10269,VALE+,,
10267,VALE+,4.74979885,-74.04725285
10275,VALE+,6.29278,-75.54259
10463,VALE+,4.52719659,-73.9229851
11730,VALE+,5.70898762,-77.26666768
10412,VALE+,6.27803294,-75.6260211
10323,VALE+,6.46068493,-75.5552819
10315,VALE+,6.0314193,-75.42803
10539,VALE+,5.06233084,-75.49361841
10118,REVAL,10.75866022,-74.75453545
10364,VALE+,6.1831241,-75.5921676
10308,VALE+,6.15606529,-75.62325847
11725,VALE+,4.720635,-73.97005
10292,VALE+,6.17801252,-75.59761298
11083,REVAL,10.18972298,-74.0598166
10968,REVAL,10.95384397,-72.79231952
12128,VALE+,6.2741576,-75.55396244
12013,REVAL,10.37845666,-74.88431461
11744,REVAL,9.25920249,-73.81708728
11127,REVAL,6.47639031,-72.97053001
10462,REVAL,10.74351875,-74.7500452
10953,REVAL,10.46266205,-74.62104741
10996,VALE+,1.2021825,-77.2937093
11424,REVAL,9.7459299,-74.8149018
10814,REVAL,3.79269391,-73.84115788
12062,REVAL,10.9007704,-72.8882339
11163,REVAL,3.5267251,-74.0211316
11085,REVAL,5.8296275,-72.1630721
11093,VALE+,4.459427,-74.634549
11087,VALE+,4.4381301,-74.5218083
11103,VALE+,4.7905126,-73.6631292
10921,VALE+,4.69470144,-73.51978889
10465,VALE+,7.3236353,-73.0144846
11988,VALE+,5.54899367,-75.64392826
10317,VALE+,5.9457396,-75.5237709
10312,VALE+,7.0095886,-73.9097885
11683,VALE+,6.5388818,-75.0885536
10961,REVAL,10.03382456,-73.23587961
10957,REVAL,9.7039782,-73.28073445
11126,REVAL,10.85267,-74.78408
12220,VALE+,5.00359846,-76.00334943
10081,VALE+,5.689897,-73.22845
10068,REVAL,7.612991,-72.6474655
12255,REVAL,8.3627217,-72.4089965
10475,REVAL,7.7154456,-72.6567538
10497,VALE+,4.52092317,-75.69769601
10581,REVAL,0.42618369,-76.90622209
10788,REVAL,0.67660365,-76.88016273
10013,REVAL,3.21701424,-75.21340012
10135,VALE+,3.43981121,-76.52314122
10970,VALE+,3.8720335,-77.0036554
10974,VALE+,3.8798518,-77.0631001
10112,REVAL,9.564305833,-73.3345
11117,REVAL,5.56892785,-73.33967797
11434,REVAL,5.54631601,-73.35321391
10022,REVAL,5.52301608,-73.36644642
12146,REVAL,5.82737347,-73.0279274
10059,REVAL,5.813141,-73.03111
11979,REVAL,5.82531946,-73.03290556
10010,REVAL,5.71872427,-72.92616529
10582,REVAL,5.61407646,-73.81966991
12071,REVAL,6.0173706,-73.548056
11178,REVAL,5.8591021,-73.9658325
11456,REVAL,5.8020148,-73.97135148
11088,REVAL,5.8738209,-72.9829948
11432,REVAL,6.40904598,-72.44571517
10520,REVAL,4.97193607,-73.32090334
11051,REVAL,5.501196,-73.3338608
12065,REVAL,5.7653889,-73.24749
12097,REVAL,5.56628139,-73.45087002
12060,REVAL,5.54313612,-73.45370647
10470,REVAL,5.5582182,-73.0514619
12068,REVAL,5.91045946,-72.78159537
10220,VALE+,4.61565386,-75.63518077
10192,VALE+,5.3846537,-75.1607872
12038,VALE+,5.06136857,-73.97919866
11731,VALE+,5.09283641,-76.64987611
10977,VALE+,1.20737682,-77.4656577
10190,VALE+,0.8533993,-77.5177768
11705,REVAL,6.29418497,-73.04141823
10086,VALE+,4.81305289,-74.09903864
10893,REVAL,9.03944,-75.78772
11453,REVAL,9.4010893,-75.6797858
12041,REVAL,3.79767914,-75.19313405
11121,VALE+,5.24935719,-73.76824463
12416,REVAL,4.2695406,-73.4868388
12257,VALE+,0.9082571,-77.7929364
10367,VALE+,8.088642,-76.74197
10882,REVAL,4.3089333,-74.3
10449,VALE+,5.3162492,-74.9119797
10680,REVAL,,
11015,VALE+,5.899673,-76.14448
11415,REVAL,9.71288163,-75.11708866
10944,REVAL,6.69758082,-73.51243613
19185,VALE+,6.07645272,-75.33272827
11135,VALE+,6.2715455,-75.5783335
12260,REVAL,10.14704933,-73.96643687
11102,REVAL,1.683063,-75.286236
10042,REVAL,9.6188251,-73.5960305
12009,VALE+,5.24881159,-74.29045286
13918,REVAL,7.47105873,-73.20456587
12039,REVAL,10.2525,-75.3528
10558,REVAL,10.6121813,-74.26899665
10122,VALE+,1.40613083,-77.38886042
10117,REVAL,7.93124893,-72.60227266
12051,REVAL,6.13722556,-73.09888991
10189,VALE+,6.1598447,-75.5155017
10191,VALE+,6.135706,-75.63738
12032,VALE+,4.81069502,-74.35544649
10017,VALE+,4.67535244,-75.65796075
12066,REVAL,5.66774629,-72.99199088
10287,REVAL,4.28446906,-74.81350833
11057,REVAL,1.61556,-75.60622
12254,REVAL,10.88932485,-72.85011137
10058,VALE+,6.78012713,-76.12855391
12031,REVAL,3.54790454,-73.70843015
10559,REVAL,10.52121511,-74.1868665
10238,VALE+,1.00090914,-77.44892603
10560,VALE+,5.40255911,-73.7955993
10716,VALE+,4.9921299,-73.87160681
12174,REVAL,10.89980897,-74.88536868
11454,REVAL,5.80259363,-72.8059045
10884,REVAL,8.3097229,-73.6161505
10037,REVAL,2.3862783,-75.5464117
10142,VALE+,3.7248284,-76.2686892
10289,VALE+,6.68074031,-75.219801
12238,VALE+,6.13965163,-75.18358999
10949,VALE+,,
10561,VALE+,0.96134354,-77.73146023
15604,VALE+,5.066714,-74.59576
10240,VALE+,5.4753462,-75.5991934
10155,VALE+,0.919602,-77.56984
10045,VALE+,9.6188251,-73.5960305
10162,VALE+,4.8673652,-73.8766602
10302,VALE+,6.23392185,-75.16051356
10825,VALE+,4.93346042,-73.83254929
10951,VALE+,5.31552768,-75.80040682
10466,VALE+,8.4592283,-73.9431623
12023,REVAL,6.02644511,-73.57178175
10254,VALE+,5.7991142,-75.9077696
10905,REVAL,2.5834013,-75.4514531
12244,VALE+,6.276112,-75.58009787
12118,REVAL,4.442856,-75.17363
11710,REVAL,4.17721215,-74.5326331
12265,VALE+,5.33888,-75.73113
11701,REVAL,1.92990109,-76.21453256
10442,VALE+,5.15649128,-76.6879082
10145,VALE+,5.79085868,-75.78630859
12025,REVAL,10.8290957,-75.0331572
10889,REVAL,8.05312001,-75.3359195
10945,VALE+,1.60045431,-76.97111888
11721,VALE+,6.23337,-75.53864
11717,VALE+,3.6495603,-76.5680602
11416,REVAL,8.6186603,-73.8045036
10209,VALE+,5.39834166,-75.54759455
10807,VALE+,4.6323709,-74.4632861
10902,REVAL,10.38650297,-73.16919322
10288,VALE+,6.2480513,-75.5568214
12144,REVAL,2.38951763,-75.89024905
11995,VALE+,6.11855756,-75.63459903
10207,VALE+,4.453138,-75.7900258
12179,VALE+,4.53236956,-76.10342097
11078,REVAL,8.8505619,-75.2787698
12145,VALE+,11.0058177,-74.793895
12067,REVAL,6.0576415,-73.4816103
10015,REVAL,7.1143327,-73.2180248
11985,VALE+,5.3060081,-73.7117543
10468,REVAL,4.86302434,-74.90878228
10277,VALE+,6.67802449,-75.81113005
10208,VALE+,1.35069301,-77.5238708
10150,VALE+,6.894135,-75.44189
11116,REVAL,7.84129123,-72.50781186
