Codigo_Punto,Aliado,Latitud,Longitud
41830,REVAL,10.3897,-75.479739
41831,VALE+,6.190083,-75.50348
41832,REVAL,11.549402,-72.911937
41833,REVAL,8.2151746,-72.241988
41834,REVAL,11.2133052,-73.40247
41835,REVAL,7.0820647,-70.75693
41836,REVAL,10.631141,-74.92136
41837,REVAL,7.0819036,-70.7570008
41838,REVAL,7.0797598,-70.7491685
41839,REVAL,7.0818819,-70.7570288
41842,REVAL,6.465941,-71.7288476
41843,REVAL,10.992943,-74.8146345
41844,REVAL,10.9154063,-74.7848358
41845,REVAL,10.417646,-75.439427
41846,REVAL,7.0855679,-70.753073
41847,REVAL,2.904475,-75.2677467
41848,REVAL,7.8840826,-72.4732684
41849,REVAL,7.8857419,-72.47649
42405,VALE+,6.15522,-75.541329
41850,REVAL,1.7227378,-76.1307739
41851,REVAL,1.9750551,-75.9325566
41852,REVAL,11.0212,-74.814048
41853,REVAL,6.5421227,-73.1327651
41854,REVAL,10.394966,-74.475817
41855,REVAL,8.232351388,-72.42768222
41856,REVAL,10.795691,-74.915607
41857,REVAL,2.1132001,-74.7705575
41858,REVAL,8.987031,-73.946817
41859,REVAL,8.95152,-74.082
41860,REVAL,2.1115205,-74.7702204
41861,VALE+,1.602496,-76.96893
41864,VALE+,4.598518,-74.079328
41865,REVAL,7.0828481,-73.1009346
41866,REVAL,4.1501486,-73.620578
41867,REVAL,2.939858,-73.206609
41869,REVAL,10.334916,-75.4781802
41870,REVAL,10.0339181,-73.2359429
41935,VALE+,6.24349,-75.56085
41872,VALE+,4.6058441,-74.1736
41873,VALE+,4.5804047,-74.2358963
41874,REVAL,7.0885159,-70.7544534
41875,REVAL,6.9583394,-71.8771322
42914,REVAL,6.9631329,-71.624762
41877,REVAL,7.0745263,-70.7705292
41878,REVAL,10.25818,-75.351013
41879,REVAL,7.1101666,-73.165029
41880,REVAL,7.7802673,-73.4005339
41881,REVAL,4.439888,-75.180234
41882,REVAL,1.481196,-75.436225
41883,REVAL,4.1568944,-73.6534836
41884,REVAL,4.159136,-73.6356349
41885,REVAL,3.9888479,-73.751929
41886,REVAL,7.091639,-73.0932779
41887,REVAL,7.7733885,-72.8094577
41889,REVAL,7.8987584,-72.5257921
41890,REVAL,7.494389,-72.274852
41891,VALE+,4.7397136,-74.03197194
41892,REVAL,7.6114758,-72.5998355
41893,REVAL,7.0621506,-73.158949
41894,REVAL,7.8774557,-72.6246902
41895,REVAL,9.302811,-74.566227
41896,REVAL,9.303794,-74.56581
41897,REVAL,9.37931188,-75.2683623
41898,REVAL,9.323766,-75.30119
41899,REVAL,8.9552111,-74.0760622
41134,VALE+,4.5385278,-75.6725883
41129,VALE+,1.93471,-77.30693
41103,VALE+,2.6762,-76.5917
41154,VALE+,1.202736,-76.918411
41130,VALE+,1.207,-77.9534
41232,REVAL,10.772,-73.00494
41117,REVAL,4.300149,-74.803
41142,REVAL,4.031186,-74.171436
41143,REVAL,3.0904474,-75.6727523
41141,REVAL,3.720939,-75.487923
41121,REVAL,2.2226,-75.1712
41099,VALE+,6.460055,-75.5533988
41104,VALE+,3.0134615,-76.4844312
41148,VALE+,3.32429,-76.232288
41089,VALE+,5.1288821,-74.1591474
41123,REVAL,1.97365,-75.932301
41160,VALE+,4.748231,-74.114264
41102,REVAL,5.725095,-73.2233935
41131,VALE+,1.334546,-77.593959
41033,REVAL,7.0676086,-73.8350236
41032,REVAL,10.593058,-74.191608
41091,VALE+,6.251003,-75.57405
41139,REVAL,7.099917,-73.107166
41140,REVAL,7.0007829,-73.0545594
41147,VALE+,4.1707097,-76.17443
41112,REVAL,8.7505388,-75.8902587
41235,REVAL,3.98532,-73.766
41258,VALE+,6.33166,-75.49433
41301,REVAL,5.0312966,-75.1159752
41219,VALE+,6.26210722,-75.601088
41222,VALE+,7.669798,-76.680356
41238,VALE+,5.3377366,-75.7300438
41233,REVAL,4.10555555,-73.6461111
41217,VALE+,2.639284,-76.52849
41234,REVAL,4.0807945,-73.6693578
41220,VALE+,6.2490083,-75.5761639
41245,REVAL,4.43859622,-75.15834
41246,REVAL,4.440326,-75.195708
41248,VALE+,3.41945611,-76.480203
41221,VALE+,6.242088,-75.610822
41257,REVAL,5.410144,-71.6624905
41223,VALE+,5.7920132,-75.7852407
41225,VALE+,2.4573708,-76.589549
41252,VALE+,3.32255,-76.18391
41250,VALE+,4.7587876,-75.9298891
41253,VALE+,3.82080083,-76.524226
41251,VALE+,3.6587047,-76.2446115
41230,REVAL,8.73804416,-75.8590241
41218,REVAL,8.8014083,-75.8574963
41244,REVAL,9.3015557,-75.3937823
41224,VALE+,8.0661725,-76.6589924
41254,REVAL,6.949339,-71.877621
41229,REVAL,10.49626,-73.1667
41293,REVAL,7.8337263,-72.5097337
41289,REVAL,7.9257502,-72.4861376
41231,REVAL,9.15966,-76.09197
41296,REVAL,7.096176,-73.107858
41226,VALE+,2.4436794,-76.6062015
41227,VALE+,3.0052616,-76.4825802
41228,VALE+,3.41166055,-76.547514
41237,VALE+,1.2283805,-77.26734
41297,REVAL,7.1321437,-73.1305052
41277,VALE+,6.2448,-75.5602033
41272,VALE+,6.2661791,-75.56548
41304,VALE+,4.58871333,-74.10035
41273,VALE+,6.2730345,-75.5604351
41214,REVAL,7.913207,-72.493482
41215,REVAL,7.8933533,-72.4916538
41290,REVAL,7.8837863,-72.5043029
41285,VALE+,4.626604,-74.174751
41306,VALE+,4.6947339,-74.1517873
41307,VALE+,4.733269,-74.102713
41308,VALE+,4.69348,-74.094028
41278,VALE+,6.2657025,-75.5429816
41309,VALE+,4.59309388,-74.13539
41311,VALE+,4.545765,-74.1126836
41312,VALE+,4.6574466,-74.06014
41286,VALE+,4.564515833,-74.23425
41300,REVAL,4.2918892,-74.8130814
41267,VALE+,3.5752741,-76.490105
41287,REVAL,4.148277,-73.6336038
41295,REVAL,8.2465861,-73.3559038
41313,VALE+,4.744318,-74.129081
41282,REVAL,6.02829,-73.44712
41284,REVAL,8.7513961,-75.884176
41298,REVAL,7.0745804,-73.164148
41299,REVAL,6.875215,-72.8554249
41288,VALE+,1.6047104,-77.1325758
41268,REVAL,7.8899286,-72.5044689
41294,REVAL,7.9451674,-72.832282
41266,REVAL,9.9514425,-75.08234
41291,REVAL,7.5452,-72.3127
41281,VALE+,6.9609633,-75.41244
41292,REVAL,7.887352,-72.5004
41274,VALE+,6.2199925,-75.60643555
41279,VALE+,6.7729762,-76.0440284
41303,REVAL,1.1468744,-77.0017352
41283,VALE+,2.1148628,-76.9847456
41280,VALE+,6.720408,-75.77513
41315,VALE+,2.4367105,-76.6049026
41420,VALE+,3.00607583,-76.48468
41441,REVAL,7.0644944,-73.0819258
41419,VALE+,2.45046,-76.811
41421,VALE+,3.009356,-76.4859
41442,REVAL,7.0825305,-73.1733533
41434,REVAL,7.91297,-72.52163
41422,VALE+,3.020125,-76.241525
41439,REVAL,7.087846,-73.094993
41438,REVAL,7.1281191,-73.110638
41318,REVAL,7.8863335,-72.5110082
41321,VALE+,3.4275123,-76.4801821
41333,REVAL,4.4504409,-75.144611
41447,REVAL,4.4417042,-75.2287545
41319,REVAL,7.1084439,-73.1200124
41435,REVAL,7.9170174,-72.5278124
41440,REVAL,7.11541,-73.1098806
41448,REVAL,4.43607,-75.212175
41320,REVAL,4.45887,-75.26737
41449,REVAL,4.44163,-75.23879
41316,VALE+,2.45012166,-76.80804
41424,REVAL,8.9557562,-73.6243902
41425,REVAL,8.002226,-73.513716
41418,REVAL,8.6657802,-73.8219133
41423,REVAL,8.30672,-73.6270387
41433,REVAL,4.31381805,-72.07902
41317,REVAL,8.003369,-73.513377
41432,REVAL,3.99071439,-73.779086
41429,VALE+,5.0656325,-74.5864194
41404,REVAL,4.0995972,-73.645833
41450,REVAL,4.01027,-75.604621
41408,VALE+,6.4380075,-75.3323943
41322,VALE+,6.229276,-75.558898
41405,VALE+,6.2515611,-75.574681
41406,VALE+,6.2505188,-75.56154
41407,VALE+,6.2267518,-75.5819939
41412,VALE+,7.394634,-76.404289
41413,REVAL,10.93133,-74.80511
41427,VALE+,5.4039412,-73.795852
41417,REVAL,10.9175537,-74.8636166
41428,VALE+,4.3435993,-74.3626235
41454,VALE+,4.6032438,-74.1505359
41416,REVAL,10.7968616,-74.9148
41414,REVAL,11.00686,-74.79768
41415,REVAL,11.000163,-74.8083494
41436,REVAL,8.636742,-72.7353645
41437,REVAL,8.638414,-72.7355
41430,VALE+,5.1382327,-74.1588219
41452,VALE+,4.415671,-76.1437
41453,VALE+,4.6100119,-76.080391
41146,VALE+,3.3840637,-76.5417457
41152,VALE+,3.5832458,-76.49311
40922,VALE+,3.40809,-76.18579
40923,VALE+,6.2491628,-75.5513421
41151,VALE+,4.411188,-76.153061
40925,VALE+,3.8185581,-76.5292601
41157,VALE+,4.6014,-74.13878
41158,VALE+,4.593085,-74.135388
41096,VALE+,6.3768788,-75.4452776
41155,VALE+,7.8827559,-76.6333056
41159,VALE+,4.588436,-74.224774
40924,VALE+,3.75139583,-76.23321
40914,REVAL,3.99,-73.7552777
41098,VALE+,6.15380138,-75.6175294
41135,VALE+,4.56558,-75.753051
41113,REVAL,8.8824625,-75.7903456
41114,REVAL,8.8822502,-75.7892908
41106,REVAL,10.0391769,-73.23725111
41108,REVAL,9.557863,-73.33429
41107,REVAL,9.7032362,-73.2797815
41124,REVAL,11.377402,-72.23955
41125,REVAL,1.24666,-74.206592
41105,REVAL,10.4389609,-73.262605
41111,REVAL,8.7280023,-75.8944724
41115,REVAL,9.1547693,-76.046763
41133,VALE+,4.5432561,-75.6890283
41136,VALE+,4.5634633,-75.7517817
41126,REVAL,11.248414,-74.170989
42179,REVAL,9.9865541,-75.0777516
42163,VALE+,6.281979,-75.6433822
42164,VALE+,6.2465066,-75.5714732
42165,REVAL,5.32306194,-72.3879
42166,REVAL,5.6763129,-72.9598351
42167,REVAL,2.1136787,-74.7681243
42168,REVAL,2.1111853,-74.7691884
42169,VALE+,5.655066,-75.88418
42170,REVAL,7.8927477,-72.4992534
42193,REVAL,5.769938,-72.940028
42171,REVAL,9.9790181,-75.299654
42172,REVAL,1.6239194,-75.605971
42173,REVAL,1.6137838,-75.616419
42174,REVAL,1.613046,-75.602451
42175,REVAL,1.6113559,-75.6030518
42176,VALE+,2.4515284,-76.5995279
42194,REVAL,7.83077632,-72.46729214
42196,REVAL,5.082511,-73.3647944
42197,REVAL,5.7825718,-73.1182711
42198,VALE+,6.551367,-74.787294
42177,VALE+,3.399248,-76.527618
42195,REVAL,5.8336876,-73.0351084
42199,VALE+,4.082391,-76.1974619
42200,VALE+,3.4024084,-76.5051722
42201,REVAL,11.244422,-74.212225
42202,REVAL,10.5854151,-74.471438
42203,REVAL,9.24202,-74.75467
42205,VALE+,4.078194,-76.197789
42207,VALE+,4.0844111,-76.1865244
42210,VALE+,7.48258,-76.3922
42211,VALE+,3.6151166,-76.3923362
42206,VALE+,7.452167,-76.39516
42216,REVAL,4.4341581,-75.2396251
42217,REVAL,5.7127871,-72.9349363
42218,VALE+,3.533895,-76.28242
42219,VALE+,3.439139,-76.5315737
42223,REVAL,9.792314,-74.78279
42229,REVAL,4.1363193,-73.6068715
42231,VALE+,4.347038,-74.368013
42232,VALE+,3.6148844,-76.3894469
42228,VALE+,5.2330842,-75.7864081
42234,REVAL,5.0795648,-75.1786148
42227,VALE+,5.0317794,-75.465899
42235,REVAL,4.1549662,-73.6338009
42237,VALE+,3.3947966,-76.5091043
42239,VALE+,3.3921902,-76.5578178
42230,REVAL,9.969621,-73.884365
42280,VALE+,5.0266269,-73.982101
42281,VALE+,5.3059956,-73.7119329
42224,REVAL,7.4802636,-73.9242562
42222,REVAL,8.09426638,-74.7748952
42287,REVAL,1.8465197,-76.063507
42258,REVAL,7.970315,-75.19486
42243,VALE+,3.4538957,-76.5202504
42316,VALE+,4.60293,-74.1374
42317,VALE+,4.5294115,-74.237127
42318,VALE+,4.66406333,-74.05872194
42238,REVAL,7.918538,-72.526446
42244,VALE+,3.44483111,-76.51161
42331,REVAL,7.07145977,-73.15775
42240,REVAL,7.909853,-72.524245
42278,VALE+,5.001847,-74.5382344
42290,REVAL,10.956765,-72.78961
42694,VALE+,4.58703141,-74.14798155
42321,VALE+,4.545792,-74.11265
42269,VALE+,5.4718243,-74.666746
42313,REVAL,7.076964,-73.0880639
42236,REVAL,3.99272,-73.76545
42322,VALE+,4.6168317,-74.1161867
42323,VALE+,4.47101694,-74.1272658
42241,REVAL,7.88623,-72.504894
42242,REVAL,7.8781111,-72.536065
42245,REVAL,8.2617426,-73.3581591
42246,REVAL,7.9243221,-72.5010862
42233,REVAL,9.334151388,-74.462235
42262,VALE+,6.485757,-75.018753
42302,REVAL,7.090105,-73.10684
42209,REVAL,11.378925,-72.239373
42300,VALE+,4.812015,-75.6853
42324,VALE+,4.68608,-74.1552089
42288,REVAL,1.8561319,-76.05187
42289,REVAL,1.8532168,-76.0471403
42325,VALE+,4.6283369,-74.1674355
42286,VALE+,7.31490944,-76.76691
42298,REVAL,7.916043,-72.49793
42221,VALE+,6.2421743,-75.5747216
42255,VALE+,6.62991,-75.335581
42282,VALE+,5.066453,-73.8774755
42297,VALE+,1.6635575,-77.0592311
42303,REVAL,7.1283642,-73.1264509
42314,VALE+,3.408729,-76.529408
42326,VALE+,4.63389297,-74.1391469
42327,VALE+,4.6264088,-74.1877513
42299,VALE+,4.522943,-75.704982
42247,REVAL,7.1523855,-73.1355061
42251,REVAL,7.063138,-73.844617
42248,REVAL,7.11379583,-73.123205
42252,REVAL,7.07165,-73.1050336
42249,REVAL,7.1184537,-73.124255
42250,REVAL,7.124119,-73.125116
42311,REVAL,7.059484,-73.8653145
42304,REVAL,7.120036,-73.1175341
42277,VALE+,4.33084638,-74.36626
42307,REVAL,7.11866,-73.116034
42274,REVAL,9.666973,-73.7461741
42382,REVAL,10.5604902,-73.0127666
42256,VALE+,6.2513244,-75.5703163
42265,REVAL,8.9904602,-73.9489591
42273,REVAL,10.47097889,-73.25031888
42315,VALE+,3.387148,-76.5390019
42257,VALE+,6.295678,-75.55417
42260,VALE+,6.39691,-75.43786
42283,VALE+,4.879058,-74.591911
42294,REVAL,4.312649,-72.080627
42272,VALE+,2.99911416,-76.49308
42292,REVAL,4.11949,-73.56359
42367,VALE+,6.1302312,-75.3818086
42368,VALE+,6.1233332,-75.3801293
42291,REVAL,11.232684,-74.19495
42293,REVAL,4.1459003,-73.6420029
41637,REVAL,10.74288,-74.752493
41636,REVAL,10.9785554,-74.8148037
41684,VALE+,1.1649872,-77.2993019
41705,REVAL,4.24106,-75.240491
41716,VALE+,3.5563921,-76.2948313
41685,VALE+,1.16504,-77.29937
41709,VALE+,3.4362711,-76.535682
41706,REVAL,4.241491,-75.240031
41720,VALE+,1.204435,-76.9191513
41688,VALE+,1.569973,-76.9381
41704,REVAL,4.440371,-75.178183
41699,VALE+,4.8138601,-75.6977369
41713,VALE+,3.412877,-76.4596002
42689,VALE+,6.195877,-75.574
41687,VALE+,2.47778777,-78.112788
41648,VALE+,2.5708,-77.882938
41694,VALE+,1.4824481,-78.6522787
41588,VALE+,1.6684927,-77.011821
41693,VALE+,1.6750995,-77.3300267
41619,VALE+,6.217945,-75.587214
41717,VALE+,4.6100448,-76.0802138
41620,VALE+,7.1046119,-77.7631758
41633,VALE+,8.09515,-76.72622
41628,VALE+,6.678962,-75.8115325
41724,VALE+,6.55661,-75.825976
41631,VALE+,6.2909,-75.01106
41734,VALE+,6.16153,-75.5957778
41722,VALE+,5.65561833,-75.881387
41718,VALE+,3.5485211,-76.49278
41591,VALE+,4.6227938,-74.15398277
41728,VALE+,4.643104,-74.175118
41695,REVAL,7.9148078,-72.499937
41613,VALE+,4.62223,-74.204623
41589,REVAL,5.5409014,-73.3626844
41736,VALE+,4.562823,-74.69467
41737,REVAL,10.009279,-73.700478
41663,VALE+,4.786897,-74.3372311
41738,VALE+,6.1523208,-75.618156
41643,REVAL,5.7826784,-73.120521
41739,VALE+,6.34789861,-75.5674
41641,REVAL,5.534038,-73.3638361
41676,REVAL,11.378563,-72.23746
41656,REVAL,9.22748,-75.81909
41659,VALE+,4.9133766,-74.017959
41629,VALE+,5.792543,-75.8390294
41740,REVAL,7.0618822,-73.850169
41741,VALE+,4.707415,-74.13785
41670,VALE+,4.4583838,-74.6358341
41672,VALE+,7.10501027,-77.7642852
41742,REVAL,7.717,-73.1871
41743,VALE+,4.706198,-74.217919
41654,REVAL,8.76037,-75.89607
41658,VALE+,4.7718654,-74.433
41647,VALE+,5.0601396,-75.4887692
41682,REVAL,10.7463819,-74.1021716
41715,VALE+,3.25239,-76.5415741
41744,VALE+,4.6072612,-74.079016
41665,VALE+,4.8792277,-74.5974802
41745,REVAL,9.3627086,-73.6001439
41746,REVAL,7.519,-73.735
41747,REVAL,7.0642711,-73.1679861
41748,REVAL,7.083109,-73.1160077
41667,VALE+,4.5815659,-74.230421
41749,REVAL,7.1252059,-73.1131
41668,VALE+,4.611373,-74.205744
41669,VALE+,4.6075441,-74.173885
41729,VALE+,4.687805,-74.064227
41655,REVAL,8.7566336,-75.8718125
41750,REVAL,7.1149627,-73.109347
41660,VALE+,4.749805,-74.140715
41661,VALE+,4.60317038,-74.150495
41662,VALE+,4.6964297,-74.1262
41612,VALE+,4.7092566,-74.2262299
41751,REVAL,7.99747526,-73.510601
41644,REVAL,5.770151,-73.114825
41752,REVAL,9.35596293,-75.95262783
41671,VALE+,4.9476707,-73.9226907
41753,VALE+,6.3464046,-75.5589454
41624,VALE+,6.439592,-75.3323
41625,VALE+,6.3455995,-75.5121818
41627,VALE+,6.378888,-75.4431161
41730,VALE+,6.4109428,-75.3926706
41755,REVAL,7.7664341,-73.386409
41626,VALE+,5.028056,-75.672387
41756,REVAL,8.309899,-73.622123
41623,VALE+,6.06729388,-75.69807
41757,VALE+,6.5548958,-75.82621
41758,VALE+,6.2538194,-75.572851
41696,VALE+,4.5357029,-75.7062301
41759,VALE+,6.174452,-75.608104
41621,VALE+,6.302533,-75.552386
41622,VALE+,6.2978667,-75.5469224
41697,VALE+,4.540628,-75.67364
41630,VALE+,5.988196,-74.588408
41761,VALE+,3.2361013,-76.5053
41677,REVAL,11.37679,-72.2451347
41678,REVAL,11.376255,-72.23607
41590,REVAL,8.75065,-75.896478
41642,REVAL,5.9887633,-72.9133995
41810,REVAL,8.7418655,-75.8959
43011,VALE+,6.956326,-75.4185936
42886,VALE+,6.166546,-75.58949
42904,VALE+,4.5673725,-75.7488223
42903,VALE+,4.671596,-75.656582
42902,VALE+,4.6157656,-75.635159
42889,VALE+,6.0233236,-75.4360205
42892,VALE+,6.137601,-75.26265
43105,VALE+,4.743617,-74.0440452
43051,VALE+,4.0892281,-74.4777783
43054,VALE+,4.871292,-74.145098
43055,VALE+,4.872117,-74.146337
43106,VALE+,4.741618,-74.0903902
43107,VALE+,4.624252,-74.161612
43047,VALE+,4.340239,-74.3622
43108,VALE+,4.7432175,-74.04206
43109,VALE+,4.6153467,-74.1090117
43110,VALE+,4.640345,-74.2001544
43044,VALE+,4.889244,-74.0614345
42895,VALE+,4.85957,-74.07153
42911,VALE+,4.6994091,-74.0770633
43045,VALE+,5.057236,-73.983049
43111,VALE+,4.719747,-74.046537
43032,VALE+,5.0547714,-75.4982834
42896,VALE+,4.716691,-74.207031
43112,VALE+,4.32012,-74.0838717
43113,VALE+,4.593706,-74.13372
42912,VALE+,4.7210625,-74.1271438
43046,VALE+,4.8164785,-74.3510357
43058,VALE+,5.0235962,-74.001443
43057,VALE+,4.404407,-74.026129
43033,VALE+,5.051895,-75.48921
43007,VALE+,6.08095194,-75.33468083
43091,VALE+,3.466757,-76.523713
42894,VALE+,2.442445,-76.632606
42996,VALE+,6.2781569,-75.5670892
42899,VALE+,5.02046972,-73.969821
42906,VALE+,4.865055,-75.60792
43052,VALE+,4.403831,-74.386926
42878,VALE+,6.226301388,-75.546305
42999,VALE+,6.2554782,-75.5685633
42897,VALE+,5.0916417,-73.7919353
43034,VALE+,5.2719306,-75.4911779
43100,VALE+,4.0829831,-76.1949241
43114,VALE+,4.5935598,-74.1123182
43115,VALE+,4.5665333,-74.1318883
42879,VALE+,6.238639,-75.585973
43048,VALE+,4.8173104,-73.6363222
43116,VALE+,4.6076358,-74.206949
42918,VALE+,6.3417915,-75.5183263
41431,VALE+,5.024213,-74.004464
41426,REVAL,8.716596,-75.88942
41456,VALE+,4.6060787,-74.1345593
41458,VALE+,4.754524,-74.0494
41445,REVAL,6.4664441,-73.263907
41459,VALE+,4.599109,-74.18846
41461,VALE+,4.62774,-74.0811769
41462,VALE+,4.631601666,-74.07903
41463,VALE+,4.51066833,-74.111914
41464,VALE+,4.60295138,-74.1374797
41465,VALE+,4.59112583,-74.10430916
41457,VALE+,4.6029425,-74.137467
41443,REVAL,7.064954,-73.1642106
41444,REVAL,7.063743,-73.1644
41517,REVAL,3.557639,-73.70832
41490,REVAL,10.39265,-75.4782
41498,REVAL,10.4679918,-73.24784
41489,VALE+,6.1878725,-74.9912186
41491,REVAL,10.4013722,-75.5174634
41511,REVAL,10.036727,-73.2366379
41516,REVAL,9.850915,-74.2367488
41497,VALE+,4.59418,-75.48176
41493,REVAL,10.569232,-75.325615
41487,VALE+,4.83572194,-75.669324
41524,VALE+,4.0991206,-76.19963
41488,VALE+,6.156692,-75.606475
41496,REVAL,5.8267376,-73.0319814
41702,REVAL,7.065289,-73.1676182
41525,VALE+,4.7486782,-74.0489106
41500,REVAL,10.45174,-73.24607
42369,VALE+,6.4951391,-74.8265563
42373,REVAL,10.444671,-75.27202
42396,REVAL,7.084731,-70.754453
42364,VALE+,6.4384147,-75.3322289
42362,VALE+,6.6985279,-72.7310584
42430,REVAL,10.33229,-75.4127
42442,REVAL,4.610273,-72.9292616
42441,REVAL,4.282627,-74.8144694
42425,REVAL,10.9799261,-74.7832
42422,REVAL,8.727165,-75.8920938
42414,REVAL,10.4610741,-73.2468725
42433,REVAL,2.390404,-75.991518
42432,REVAL,9.40744361,-75.6880252
42423,REVAL,0.6669397,-76.86877
42431,REVAL,6.3321467,-72.6834506
42434,REVAL,1.8418904,-76.0644994
42426,REVAL,10.97921,-74.7766394
42693,REVAL,8.79328333,-74.16358
42428,REVAL,10.3300727,-75.413292
42417,VALE+,3.448332,-76.53222111
42419,VALE+,4.74926055,-75.912188
42421,VALE+,4.3946879,-76.0722258
42415,VALE+,5.0682072,-75.5169095
42416,VALE+,4.98270333,-75.60355138
42436,REVAL,1.852548,-76.044086
42437,REVAL,1.851291,-76.047672
42443,REVAL,4.6106419,-72.9304202
42440,REVAL,4.441665,-75.427451
42439,REVAL,1.84652,-76.067269
42465,REVAL,1.929907,-76.21694944
42480,REVAL,0.4267469,-76.905515
42462,REVAL,1.61396,-75.61209
42463,REVAL,1.6123641,-75.6108109
42464,REVAL,1.61428,-75.6051094
42467,REVAL,11.37894,-72.23897
42444,REVAL,10.37946167,-75.4639577
42479,REVAL,7.030791,-71.4320489
42469,REVAL,7.0877788,-73.091878
42476,REVAL,4.579823,-75.094661
42459,REVAL,7.973266388,-75.203467
42460,REVAL,10.3250258,-75.4825012
42461,REVAL,8.2491152,-74.7203828
42472,REVAL,8.467026,-74.534558
42474,REVAL,9.24378305,-75.148383
42473,REVAL,9.0059852,-74.91937
42471,REVAL,9.298325,-75.387816
42478,REVAL,4.298914,-75.0996017
42508,REVAL,5.55944,-73.357624
42518,REVAL,5.7847014,-73.1153107
42519,REVAL,5.7137375,-72.9299878
42520,REVAL,5.716718,-72.9429261
42525,REVAL,7.1241878,-73.1193933
42527,REVAL,6.483689,-72.49742
42526,REVAL,7.121721,-73.135835
42524,REVAL,8.2666695,-73.3647102
42517,REVAL,5.83393,-73.0333272
42522,REVAL,7.9362118,-72.6055932
42515,REVAL,5.5209856,-73.367178
42523,REVAL,7.833199,-72.504392
42509,REVAL,10.034716,-73.237105
42506,REVAL,10.398477,-75.493207
42507,REVAL,10.398477,-75.493207
42513,VALE+,4.5469322,-74.1381466
42516,REVAL,5.5293419,-73.3687641
42521,REVAL,5.71567,-72.926647
42838,REVAL,10.47299,-73.268025
42917,REVAL,7.0685167,-73.1699323
42673,REVAL,7.0612455,-73.1267621
43037,REVAL,8.3071155,-73.615717
43082,REVAL,7.0897745,-73.0904223
42840,REVAL,10.8955801,-72.8874128
43079,REVAL,7.1238154,-73.1246165
43040,REVAL,10.0361001,-73.2359432
43042,REVAL,10.46362111,-73.25721
43036,REVAL,10.4354984,-73.2622715
42647,REVAL,10.479051,-73.269615
42645,REVAL,5.53079938,-73.3636
42695,VALE+,4.70705604,-74.21947447
42634,VALE+,6.2511446,-75.5871804
42661,VALE+,4.6030828,-74.1300362
42602,REVAL,10.60765,-72.9808
42649,VALE+,4.808733,-74.1022
42662,VALE+,4.577462,-74.127112
42650,VALE+,5.248065,-74.289717
42642,REVAL,10.958085,-74.803973
42655,REVAL,6.988428,-73.040643
42657,VALE+,3.46373666,-76.482439
42658,VALE+,3.37679888,-76.5188558
42644,REVAL,10.900532,-74.885158
42600,REVAL,1.8622588,-76.035891
42663,VALE+,4.60584,-74.173595
42664,VALE+,4.5890311,-74.1429091
42636,VALE+,6.23949805,-75.597061
42640,VALE+,6.168183,-75.618012
42639,VALE+,6.1652847,-75.58522
42659,VALE+,4.531903611,-76.10360027
42638,VALE+,7.6651961,-76.6774533
42597,REVAL,11.0104168,-74.8266968
42909,REVAL,6.27875,-71.097766
42651,VALE+,4.662034,-74.0102386
42660,REVAL,4.786725,-71.345
42606,REVAL,9.297886,-75.38685
42643,REVAL,11.005853,-74.829755
42637,VALE+,6.3098573,-75.5547764
42646,REVAL,5.6328324,-73.5240099
42608,REVAL,4.144596,-74.88386
42593,VALE+,6.1757502,-75.6564839
42609,REVAL,0.50289,-76.4953677
42599,REVAL,8.8750455,-75.62361
42603,REVAL,3.8991192,-73.4695936
42596,VALE+,6.1746852,-75.6205905
42607,REVAL,8.6565259,-75.130801
42654,REVAL,7.0593614,-73.1636458
42605,REVAL,2.562296,-73.121207
42672,REVAL,10.6024824,-72.9845345
42670,REVAL,9.56487,-73.333071
42665,VALE+,6.56514,-75.8214583
42667,VALE+,6.4093055,-74.7568
42675,VALE+,6.2237321,-75.6099767
42268,VALE+,5.0474299,-75.5024402
42328,VALE+,4.602941,-74.1031825
42266,REVAL,5.738281,-73.506997
42270,VALE+,2.445927,-76.61884
42301,VALE+,4.9511013,-75.959002
42263,VALE+,6.485145,-75.0186947
42275,REVAL,9.659725,-73.7496358
42284,VALE+,4.9641434,-74.4343904
42264,REVAL,9.964279,-75.28641
42329,VALE+,4.626306,-74.187619
42330,VALE+,4.6282905,-74.137529
42366,VALE+,5.900387,-74.7354
42392,REVAL,5.8747994,-73.6795644
42395,VALE+,3.5421913,-76.296969
42375,VALE+,5.23022,-75.78602
42381,VALE+,5.011706,-74.470362
42355,VALE+,6.250527,-75.611751
42356,VALE+,6.2469292,-75.5709404
42393,VALE+,3.4325662,-76.5094636
42394,VALE+,3.3555907,-76.2969977
42372,REVAL,7.963081,-74.053414
42376,VALE+,5.100225,-75.31167
42378,REVAL,8.611991,-73.635176
42389,REVAL,7.538,-72.2951
42391,VALE+,4.8138284,-75.6963267
42390,VALE+,4.5145928,-75.6931938
42357,VALE+,6.2470642,-75.582783
42358,VALE+,6.2766459,-75.5958489
42365,VALE+,7.668487,-76.6872671
42404,REVAL,0.4256325,-76.9053138
42387,REVAL,3.123663,-73.753036
42386,REVAL,3.693613,-73.69598166
42377,REVAL,9.973733,-73.885518
42379,REVAL,8.735199,-75.893152
42370,REVAL,10.379603,-75.462972
42384,REVAL,3.5373149,-73.703467
42385,REVAL,4.0846709,-72.9583297
42383,REVAL,4.161484,-73.291963
42371,REVAL,10.416033,-75.539993
