Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
51897,4.131954,-73.615752,REVAL
64304,4.4327336,-75.220758,REVAL
78425,1.614415,-75.617032,REVAL
13548,4.66937604,-74.10545202,VALE+
69605,3.278874,-74.165064,REVAL
59057,4.432588,-75.220668,REVAL
50325,5.8342181,-73.0351251,REVAL
63983,8.7340789,-75.8672619,REVAL
49877,9.6190472,-73.5955792,REVAL
66443,4.432551,-75.243579 ,REVAL
51973,2.571793,-72.638290,REVAL
76899,1.290048,-75.509563,REVAL
42642,10.958085,-74.803973,REVAL
55741,0.6841906,-76.6040818,REVAL
43033,5.051895,-75.48921,VALE+
50588,4.14004777,-73.62513444,REVAL
75696,4.7194544,-74.2281584,VALE+
16239,4.44592,-75.189619,REVAL
53216,6.554099,-73.1349202,REVAL
70502,3.5290633,-73.7191846,REVAL
27638,7.93118971,-72.49441135,REVAL
62834,4.135252,-73.613023,REVAL
